Depmap ID,"CRISPR (DepMap Public 24Q2+Score, Chronos)",Cell Line Name,Primary Disease,Lineage,Lineage Subtype,Expression Public 24Q2,Mutations_Prioritized
ACH-000869,-0.4440304919527899,NCIH1568,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,9.857841071797472,Other
ACH-000871,-0.3922391161379888,NCIH510,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,9.905537434614317,Other
ACH-000941,-0.9162299040792142,HEC1B,Endometrial Carcinoma,Uterus,Endometrial Carcinoma,9.281605528929036,Other
ACH-000943,-0.723735011621187,RKO,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,8.901319465530104,Other
ACH-000944,-0.7606226246760156,NAMALWA,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,10.133912814239036,Other
ACH-000945,-0.6177264784040172,NCIH650,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,10.86209488902791,Other
ACH-000946,-0.4471514351188346,HEC265,Endometrial Carcinoma,Uterus,Endometrial Carcinoma,10.228457971643923,Other
ACH-000947,-0.4263135681414132,OVK18,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,10.873982331152805,Other
ACH-000948,-0.25815004724596124,2313287,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,9.628062714923017,Other
ACH-000950,-0.649878078503819,LOVO,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,9.407713889602372,Other
ACH-000929,-1.0708301167840586,NCIH2110,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,10.369815424283912,Other
ACH-000932,-0.1829050745699985,SNU1,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,10.02403150151675,Other
ACH-000934,-0.4826088070345055,MDAMB361,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,10.950555897047511,Other
ACH-000935,-0.49630333696437706,MDST8,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,11.680051786085148,Other
ACH-000936,-2.113915596520872,EFO27,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,9.967024469194309,Other
ACH-000937,-1.582532098964847,PF382,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,9.944916995554545,Other
ACH-000938,-1.2052795392248534,NALM6,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,9.593092281219318,Other
ACH-000939,-0.38695645112012017,SKUT1,Uterine Sarcoma/Mesenchymal,Uterus,Uterine Sarcoma/Mesenchymal,11.197462446460598,Other
ACH-000917,-0.04025708383084303,TE4,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,10.121533517340032,Other
ACH-000919,-0.530132772444849,IM95,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,9.213808986918943,Other
ACH-000920,-0.4564739973883128,CMLT1,Myeloproliferative Neoplasms,Myeloid,Myeloproliferative Neoplasms,9.777469031960091,Other
ACH-000921,-0.5575035208710789,NCIH157DM,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,9.932657681422068,Other
ACH-000922,-1.2590153270848303,RCHACV,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,10.43149760425805,Other
ACH-000924,-0.5272829530241855,NCIH2172,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,10.385323176175872,Other
ACH-000926,-1.684680627783643,HT55,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,9.804131021183318,Other
ACH-000928,-0.7965080953602908,JHUEM1,Endometrial Carcinoma,Uterus,Endometrial Carcinoma,9.884414764259208,Other
ACH-000907,-0.3097864200804501,SNU349,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,10.483311954999351,Other
ACH-000910,-0.18614775040183573,MDAMB453,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,10.466382408813557,Other
ACH-000911,-0.6883627837736913,NUGC3,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,9.945238976696125,Other
ACH-000912,-0.49599972509191126,NCIH2286,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,10.57865572998596,Other
ACH-000913,-0.6837346180991251,ESS1,Uterine Sarcoma/Mesenchymal,Uterus,Uterine Sarcoma/Mesenchymal,10.442114122419223,Other
ACH-000914,-1.121474920561732,HT,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,10.035211495118102,Other
ACH-000915,-0.5353534400839746,IPC298,Melanoma,Skin,Melanoma,9.944960906305496,Other
ACH-000916,-0.9154055228135762,NCIH1573,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,9.507219825754346,Other
ACH-000983,-0.5656981044904007,KCL22,Myeloproliferative Neoplasms,Myeloid,Myeloproliferative Neoplasms,9.78417677441829,Other
ACH-000984,-1.2841868788057118,HEC6,Endometrial Carcinoma,Uterus,Endometrial Carcinoma,10.967586527296072,Other
ACH-000985,-1.4429429374792606,LS411N,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,9.274983760008189,Other
ACH-000986,-0.8264210677758854,HT115,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,9.48333211126848,Other
ACH-000988,-0.3899712802950828,MFE319,Endometrial Carcinoma,Uterus,Endometrial Carcinoma,10.274494635830164,Other
ACH-000991,-0.9284966811893747,SNU81,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,9.386121156814855,Other
ACH-000993,-0.4610340936831038,JHUEM7,Endometrial Carcinoma,Uterus,Endometrial Carcinoma,9.707152031804304,Other
ACH-000994,-0.8655879352409581,HEC59,Endometrial Carcinoma,Uterus,Endometrial Carcinoma,10.365010076783024,Other
ACH-000973,-0.622544661051373,639V,Urethral Cancer,Bladder/Urinary Tract,Urethral Cancer,10.99859042974533,Other
ACH-000974,-0.2288890352672956,SNGM,Endometrial Carcinoma,Uterus,Endometrial Carcinoma,9.66838864015862,Other
ACH-000975,-0.06811798478541797,HCC2450,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,10.39059890555246,Other
ACH-000976,-0.9032624998524014,HUCCT1,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,10.316168374756408,Other
ACH-000977,-0.2673662138857507,LNCAPCLONEFGC,Prostate Adenocarcinoma,Prostate,Prostate Adenocarcinoma,9.59570504848788,Other
ACH-000978,-0.8649566313663978,EN,Endometrial Carcinoma,Uterus,Endometrial Carcinoma,10.225930411171056,Other
ACH-000979,-0.37733840815305597,DU145,Prostate Adenocarcinoma,Prostate,Prostate Adenocarcinoma,,Other
ACH-000980,-0.4514954986492584,NCIH1155,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,10.948440240619934,Other
ACH-000963,-0.5137803491437142,CCK81,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,9.64244887593282,Other
ACH-000965,-0.10211668980572264,RL952,Endometrial Carcinoma,Uterus,Endometrial Carcinoma,9.728022528431444,Other
ACH-000966,-0.6760669153368041,IGROV1,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,10.17804232886482,Other
ACH-000968,-1.1234157089055998,COLO792,Melanoma,Skin,Melanoma,10.650064435210217,Other
ACH-000969,-0.573264132159669,KM12,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,8.506089350151523,Other
ACH-000970,-1.6671740038441207,SNUC5,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,9.262212323896437,Other
ACH-000971,-0.7583724861760388,HCT116,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,10.423326047069894,Other
ACH-000972,-1.0223631697189755,HEC151,Endometrial Carcinoma,Uterus,Endometrial Carcinoma,9.573987941352534,Other
ACH-000953,-1.3694686750314413,SUPT1,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,10.174301544467632,Other
ACH-000956,-0.26778941138378803,22RV1,Prostate Adenocarcinoma,Prostate,Prostate Adenocarcinoma,9.95578065946184,Other
ACH-000957,-0.35423053069136085,LS180,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,10.180157809098542,Other
ACH-000958,-1.2411998899393208,SW48,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,8.767754099269212,Other
ACH-000959,-1.0799945886324283,SNUC4,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,10.197093800734589,Other
ACH-000960,-1.524425102837524,REH,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,10.487538603650094,Other
ACH-000961,-0.6463241530146892,ISHIKAWAHERAKLIO02ER,Endometrial Carcinoma,Uterus,Endometrial Carcinoma,9.990954860396991,Other
ACH-000962,-0.6832771225596223,OC314,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,9.624228865245962,Other
ACH-001096,-0.9342608004418725,JR,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma,9.538208336024695,Other
ACH-001098,-1.0543255260714575,KCIMOH1,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,9.40822357828595,Other
ACH-001099,-0.37402079304688174,KD,Rhabdoid Cancer,Soft Tissue,Rhabdoid Cancer,10.331140881692567,Other
ACH-001107,-0.16145139609025388,KP1N,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,,Other
ACH-001111,-1.4529001462205984,L82,Mature T and NK Neoplasms,Lymphoid,Mature T and NK Neoplasms,9.21325006181084,Other
ACH-001119,-0.9579987025259051,MAC2A,Mature T and NK Neoplasms,Lymphoid,Mature T and NK Neoplasms,9.390985750446497,Other
ACH-001126,-0.09978033142166542,MOGGUVW,Diffuse Glioma,CNS/Brain,Diffuse Glioma,,Other
ACH-001128,-0.47038092455843394,MON,Rhabdoid Cancer,Soft Tissue,Rhabdoid Cancer,10.27029532647204,Other
ACH-001053,-0.5480211069362912,D425,Embryonal Tumor,CNS/Brain,Embryonal Tumor,7.340829278196038,Other
ACH-001054,-0.6269879074386897,D458,Embryonal Tumor,CNS/Brain,Embryonal Tumor,8.78718429711903,Other
ACH-001061,-0.9759467713128035,DLD1,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,9.98470326682514,Other
ACH-001063,-0.16906263432293872,DOV13,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,,Other
ACH-001065,-0.3447772645709568,EVSAT,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,,Other
ACH-001067,-0.3083026336698304,F5,Meningothelial Tumor,CNS/Brain,Meningothelial Tumor,10.469947009577336,Other
ACH-001075,-0.7776277152457248,NCIH292,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,10.15608307628868,Other
ACH-001081,-2.772535496483196,HCC2998,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,,Other
ACH-001031,-0.9971898892539658,CHLA266,Embryonal Tumor,CNS/Brain,Embryonal Tumor,10.231461209834256,Other
ACH-001033,-0.4586857312180895,CHLA57,Embryonal Tumor,CNS/Brain,Embryonal Tumor,10.39746072605472,Other
ACH-001036,-0.5431266768015601,CMK115,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,10.530991490236632,Other
ACH-001038,-0.5544843190509847,COGE352,Ewing Sarcoma,Bone,Ewing Sarcoma,9.96334406747818,Other
ACH-001039,-0.1977093923381028,COLO205,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,,Other
ACH-001041,-0.744338222688226,CHL1DM,Melanoma,Skin,Melanoma,9.708066500463772,Other
ACH-001048,-0.6831519297990082,COV504,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,10.603348163597492,Other
ACH-001050,-0.511173701099347,CW9019,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma,10.67516315591594,Other
ACH-000995,-1.3109870648335078,JURKAT,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,9.29693914302512,Other
ACH-000996,-0.7835832585610321,HEC251,Endometrial Carcinoma,Uterus,Endometrial Carcinoma,9.726047819283488,Other
ACH-000997,-2.1563907158940245,HCT15,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,10.06649287325877,Other
ACH-001001,-0.516782325143062,143B,Osteosarcoma,Bone,Osteosarcoma,10.541483864054277,Other
ACH-001016,-0.4658752659075992,BECKER,Diffuse Glioma,CNS/Brain,Diffuse Glioma,10.000704269011246,Other
ACH-001020,-0.6593659356866844,BT16,Embryonal Tumor,CNS/Brain,Embryonal Tumor,10.254201911973803,Other
ACH-001028,0.026785235886676584,CHLA06ATRT,Embryonal Tumor,CNS/Brain,Embryonal Tumor,8.849592756390386,Other
ACH-001029,-0.7501375946156832,CHLA10,Ewing Sarcoma,Bone,Ewing Sarcoma,9.510902596715605,Other
ACH-001239,-0.38468782493148945,WM2664,Melanoma,Skin,Melanoma,9.789615150862357,Other
ACH-001270,-0.5814379944851763,127399,Synovial Sarcoma,Soft Tissue,Synovial Sarcoma,10.698270577692032,Other
ACH-001274,-0.5116238553872283,SW982,Synovial Sarcoma,Soft Tissue,Synovial Sarcoma,10.953687205182275,Other
ACH-001275,-0.7257095711804846,SYO1,Synovial Sarcoma,Soft Tissue,Synovial Sarcoma,9.701081158654826,Other
ACH-001277,-0.8931461098997873,YAMATO,Synovial Sarcoma,Soft Tissue,Synovial Sarcoma,10.185618808547458,Other
ACH-001278,-0.718455944070607,BIN67,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,9.690713901459691,Other
ACH-001279,-0.3854266395663363,SCCOHT1,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,9.979139343331154,Other
ACH-001280,-0.4247118939305452,SCS214,Synovial Sarcoma,Soft Tissue,Synovial Sarcoma,10.094869432718696,Other
ACH-001197,-0.910299382705076,SMZ1,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,10.275309750689914,Other
ACH-001205,-0.2804369020545053,TC32,Ewing Sarcoma,Bone,Ewing Sarcoma,,Other
ACH-001211,-0.17748637025309866,TTC549,Rhabdoid Cancer,Soft Tissue,Rhabdoid Cancer,9.831117194616422,Other
ACH-001212,-0.1704164618131523,TTC642,Rhabdoid Cancer,Soft Tissue,Rhabdoid Cancer,,Other
ACH-001228,-0.6528406854099438,UPCISCC152,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,8.837627933171404,Other
ACH-001229,-0.5752706833922383,UPCISCC154,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,8.868483057175858,Other
ACH-001232,-0.1767900744248554,UW228,Embryonal Tumor,CNS/Brain,Embryonal Tumor,10.3186557806155,Other
ACH-001233,-0.18656291601344144,VMRCLCD,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,,Other
ACH-001183,-0.48913291071885967,RT11284,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,9.738278074883814,Other
ACH-001184,-0.28900781725331937,SCMCRM2,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma,9.232037116847348,Other
ACH-001188,-0.8203568814840541,SHSY5Y,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,9.88316257054892,Other
ACH-001190,0.16115327931497236,SKMEL2,Melanoma,Skin,Melanoma,8.70345374227953,Other
ACH-001192,-0.7565084306123602,SKNEP1,Ewing Sarcoma,Bone,Ewing Sarcoma,10.089185620634002,Other
ACH-001193,-0.25206236148319605,SKPNDW,Ewing Sarcoma,Bone,Ewing Sarcoma,9.10147674563821,Other
ACH-001194,-0.1313910315311756,SKRC31,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,10.29220658076315,Other
ACH-001196,-0.43398642023052403,SMSCTR,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma,9.650603022215307,Other
ACH-001129,-1.1809457061550876,MONOMAC1,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,10.071194178702168,Other
ACH-001134,-0.8685542414059934,MYLA,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,8.110613805500897,Other
ACH-001137,-0.9732425401614544,NCIH1993,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,,Other
ACH-001145,-0.2740623175759953,OC316,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,10.424376272813944,Other
ACH-001151,0.0160227438027003,OVCAR5,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,10.023338531120176,Other
ACH-001163,-0.5318922480715657,CCLFPEDS0001T,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,8.229107200654004,Other
ACH-001164,-0.5549960389952557,CCLFPEDS0003T,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,Soft Tissue,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,9.957479357117364,Other
ACH-001172,-0.7829386138875488,U251MGDM,Diffuse Glioma,CNS/Brain,Diffuse Glioma,10.08865575375048,Other
ACH-001345,-1.3070474212293477,GP5D,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,9.82110428853004,Other
ACH-001346,-0.8660868486533897,H103,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,9.2821385942942,Other
ACH-001347,-0.605109458705632,H157,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,9.171226846915134,Other
ACH-001353,-1.0013759483728655,JOPACA1,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,9.19142940528104,Other
ACH-001354,-0.3336350916532343,LAN2,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,9.418590547224587,Other
ACH-001356,-0.3143089800134218,MB1,Anaplastic Thyroid Cancer,Thyroid,Anaplastic Thyroid Cancer,10.344739745802991,Other
ACH-001360,-0.37612523436814643,MS751,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma,9.292896755409172,Other
ACH-001366,-0.6175437239487178,NGP,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,9.172227467735445,Other
ACH-001333,-0.41066357676812526,C33A,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma,10.032045726930807,Other
ACH-001334,-1.3226302805352332,C4I,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma,8.977508904540139,Other
ACH-001335,-0.2972425814583405,C4II,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma,9.734269293986456,Other
ACH-001336,-0.3760389931157831,CASKI,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma,9.721782768459793,Other
ACH-001338,-0.7026071844325871,CHP134,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,9.143893360756412,Other
ACH-001340,-1.0925692748315552,COV413A,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,9.819157223674967,Other
ACH-001341,-0.8429208738224104,DOTC24510,Mixed Cervical Carcinoma,Cervix,Mixed Cervical Carcinoma,9.462297765538889,Other
ACH-001344,-0.36731276633651305,GIMEN,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,9.854977438158713,Other
ACH-001307,0.05653944945306544,8505C,Anaplastic Thyroid Cancer,Thyroid,Anaplastic Thyroid Cancer,10.841092544693431,Other
ACH-001310,-0.45560817649505014,HA1E,Non-Cancerous,Kidney,Non-Cancerous,10.679568066033378,Other
ACH-001318,-1.0226079399339452,PLCPRF5,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,10.371558862611964,Other
ACH-001322,-0.6375815884380266,CME1,Synovial Sarcoma,Soft Tissue,Synovial Sarcoma,11.16867211813223,Other
ACH-001328,-0.825042333239174,A431,Cutaneous Squamous Cell Carcinoma,Skin,Cutaneous Squamous Cell Carcinoma,9.81875791035947,Other
ACH-001329,-0.12161318744964522,ANGMCSS,Diffuse Glioma,CNS/Brain,Diffuse Glioma,10.353587949195417,Other
ACH-001331,-0.1398131705118577,BICR10,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,,Other
ACH-001332,-0.6768253196659539,BICR78,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,9.260919533662904,Other
ACH-001283,-1.0289651319260935,TC106,Ewing Sarcoma,Bone,Ewing Sarcoma,9.806791259209689,Other
ACH-001289,-0.10290173190091934,COGAR359,Embryonal Tumor,CNS/Brain,Embryonal Tumor,10.252428905678526,Other
ACH-001295,-1.0096240187890282,Y79,Retinoblastoma,Eye,Retinoblastoma,9.286465352240716,Other
ACH-001300,-1.064948417335269,CHLA15,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,10.00940876140912,Other
ACH-001301,-0.30927611104721675,COGN278,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,10.324180546618742,Other
ACH-001302,-0.40267861314244624,COGN305,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,9.730504102529911,Other
ACH-001303,-0.3838776708427974,NB1643,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,9.546527953367098,Other
ACH-001306,-0.2250824087074349,8305C,Anaplastic Thyroid Cancer,Thyroid,Anaplastic Thyroid Cancer,10.76130189724078,Other
ACH-001403,-0.9770867753186059,TO14,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,10.060560841557685,Other
ACH-001407,-0.9526944882447524,UMUC13,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,10.363368224960336,Other
ACH-001408,-0.6505629395330438,UMUC14,Urethral Cancer,Bladder/Urinary Tract,Urethral Cancer,10.163020639580791,Other
ACH-001409,-0.702204033630555,UMUC16,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,10.586464525886388,Other
ACH-001411,-0.31516217339763325,UMUC5,Bladder Squamous Cell Carcinoma,Bladder/Urinary Tract,Bladder Squamous Cell Carcinoma,9.24295970592112,Other
ACH-001412,-0.33217845266539,UMUC10,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,10.798228766307396,Other
ACH-001413,-0.7369370877068484,UMUC11,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,9.925821443552495,Other
ACH-001414,-0.23060623239511507,UMUC6,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,8.798730993096907,Other
ACH-001393,-0.3910978602486753,SUM190PT,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,8.875380760634966,Other
ACH-001394,-1.3918318309949484,SUM229PE,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,8.225303854442762,Other
ACH-001396,-0.31787907810957083,SUM52PE,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,9.188934952098515,Other
ACH-001398,-0.7250774188068279,SW156,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,9.79558514511806,Other
ACH-001399,-0.21906520536381174,SW626,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,10.083080370319328,Other
ACH-001400,-0.5015981787291681,SW954,Squamous Cell Carcinoma of the Vulva/Vagina,Vulva/Vagina,Squamous Cell Carcinoma of the Vulva/Vagina,7.85860271245712,Other
ACH-001401,-0.5841989549812429,SW13,Adrenocortical Carcinoma,Adrenal Gland,Adrenocortical Carcinoma,10.178166854784443,Other
ACH-001402,-0.4162258261522881,SW756,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma,10.001267436790776,Other
ACH-001382,-0.5678283290962305,PACADD188,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,9.196233260869594,Other
ACH-001385,-0.29180947042224087,RPMI2650,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,8.695297901157335,Other
ACH-001386,-0.04288362191412154,SCLC22H,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,9.61669586253392,Other
ACH-001388,-0.3862297274914385,SUM102PT,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,4.7938958825488776,Other
ACH-001389,-0.6911476459693114,SUM1315MO2,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,9.290940402403676,Other
ACH-001390,-0.8993512720680437,SUM149PT,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,9.157776395353496,Other
ACH-001391,-0.914039940369648,SUM159PT,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,8.7482264002468,Other
ACH-001392,-0.2266412720443624,SUM185PE,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,8.093391153253014,Other
ACH-001367,-0.5697614118436091,NMB,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,9.989394499844732,Other
ACH-001368,-0.48340660105527905,OACM51,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,9.947271652460348,Other
ACH-001370,-0.6181126007113497,OCIP5X,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,9.139832701655516,Other
ACH-001374,-0.5224246785064945,PA1,Ovarian Germ Cell Tumor,Ovary/Fallopian Tube,Ovarian Germ Cell Tumor,9.675727735557835,Other
ACH-001375,-0.5111863701314019,PACADD119,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,10.190688928768177,Other
ACH-001377,-0.8475265328312499,PACADD137,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,10.162643086028444,Other
ACH-001379,-1.4879044875188434,PACADD161,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,9.563444169430824,Other
ACH-001380,-0.24555420695732372,PACADD165,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,10.085605236783962,Other
ACH-001497,-1.549444647139758,ESO51,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,8.827279182966015,Other
ACH-001498,-1.4279159295979456,FARAGE,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,9.846289584214702,Other
ACH-001500,-0.3369377517951865,FLO1,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,10.39414110712727,Other
ACH-001502,-0.6488365056326422,GCT27,Non-Seminomatous Germ Cell Tumor,Testis,Non-Seminomatous Germ Cell Tumor,,Other
ACH-001509,-1.257511960756794,H357,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,7.921245888585589,Other
ACH-001510,-0.26465142978517975,H376,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,9.52401272782787,Other
