Depmap ID,"CRISPR (DepMap Public 24Q2+Score, Chronos)",Cell Line Name,Primary Disease,Lineage,Lineage Subtype,Expression Public 24Q2,Mutations_Prioritized
ACH-000259,0.14618637299660928,KELLY,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,6.799475910801172,Other
ACH-000258,0.06770640013496985,DU4475,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,5.450551443306483,Other
ACH-000257,0.3228519544892025,CORL279,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,6.56056211851471,Other
ACH-000256,0.045807486063624864,COV318,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,6.549515160046773,Other
ACH-000255,0.11489946363394106,LMSU,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,6.148934104526339,Other
ACH-000263,-0.07368008888037848,KASUMI1,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,5.05484847699562,Other
ACH-000252,0.22153838974960358,LS1034,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,4.543495883425772,Other
ACH-000251,0.18285566097881828,NCIH2887,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,6.080231272019264,Other
ACH-000249,-0.16819987492058347,CL11,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,5.428276414392509,Other
ACH-000248,0.019571943738262224,AU565,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,6.131959822898301,Other
ACH-000247,0.16832173226799033,OCUM1,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,5.321928094887363,Other
ACH-000244,-0.038833221732597914,DKMG,Diffuse Glioma,CNS/Brain,Diffuse Glioma,7.745237332129749,Other
ACH-000243,0.014374759028596529,DANG,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,5.341985747228616,Other
ACH-000242,0.03571491577645511,RT4,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,6.5963388642052,Other
ACH-000274,0.10709596202174165,HS852T,Melanoma,Skin,Melanoma,6.7820153350041945,Other
ACH-000288,0.19670229636921738,BT549,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,6.357903838552492,Other
ACH-000286,0.011511524163053621,SNU1033,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,4.7964939294258375,Other
ACH-000281,0.04368230576872708,KP2,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,6.363696744838992,Other
ACH-000280,0.570085257936155,SNU840,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,7.684257705058931,Other
ACH-000279,0.13472903732357316,EWS502,Ewing Sarcoma,Bone,Ewing Sarcoma,5.144862142915734,Other
ACH-000278,0.21835215955293788,COV362,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,5.73226919950145,Other
ACH-000277,0.09149674448830593,HCC1419,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,5.779259720372376,Other
ACH-000276,-0.01571662184560585,HCC38,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,6.6612080315625,Other
ACH-000338,0.12501958540506222,SR786,Mature T and NK Neoplasms,Lymphoid,Mature T and NK Neoplasms,6.540089281982523,Other
ACH-000273,-0.05057229866556272,SF539,Diffuse Glioma,CNS/Brain,Diffuse Glioma,6.774259951432764,Other
ACH-000272,-0.030620747090577147,SLR24,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,3.263034405833794,Other
ACH-000271,-0.11008851765965481,SUDHL10,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,4.963936452144486,Other
ACH-000269,-0.031798506821297604,AM38,Diffuse Glioma,CNS/Brain,Diffuse Glioma,6.099715999160909,Other
ACH-000268,-0.3454364326145465,SNU245,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,4.888986721186558,Other
ACH-000266,0.08879935914644616,SNU213,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,7.228626318331999,Other
ACH-000265,0.0968689211977843,KP4,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,5.743622676067655,Other
ACH-000264,-0.006569433231714383,CALU6,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,6.141800611652467,Other
ACH-000405,-0.09121967663379614,MEC1,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,5.273515889702116,Other
ACH-000416,0.01631454161094001,NCIH838,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.77162151792327,Other
ACH-000415,0.06016506013150121,BICR6,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,5.081510068120917,Other
ACH-000414,0.1847782767215962,NCIH1944,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.889716891615078,Other
ACH-000411,0.23220479654286652,769P,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,4.528571318870758,Other
ACH-000410,0.14085958874642424,SAOS2,Osteosarcoma,Bone,Osteosarcoma,8.486473045693293,Other
ACH-000408,0.22046203977001133,TE5,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,6.402244655254077,Other
ACH-000407,-0.04114415775080764,SNU685,Endometrial Carcinoma,Uterus,Endometrial Carcinoma,6.621465834460144,Other
ACH-000406,0.21152010057192763,U937,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,4.035623909730721,Other
ACH-000417,0.0854136300455311,PANC0813,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,7.3743439890385,Other
ACH-000404,0.011485966004387838,K029AX,Melanoma,Skin,Melanoma,5.999323578150824,Other
ACH-000403,0.023183814582355328,NCIH747,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,5.701826258412055,Other
ACH-000402,0.14705832520345757,BL70,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,4.717539343391165,Other
ACH-000401,0.08400941154727574,COLO800,Melanoma,Skin,Melanoma,7.1765222465489575,Other
ACH-000398,0.2941443388593251,RI1,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,4.447579196548882,Other
ACH-000397,-0.10783779205903528,TEN,Endometrial Carcinoma,Uterus,Endometrial Carcinoma,7.544500841833805,Other
ACH-000396,0.059126088755428435,J82,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,7.5725107596749,Other
ACH-000395,-0.0461644795248443,NCIH520,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.709014864903272,Other
ACH-000431,-0.09722850315543156,NCIH1694,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,6.885940360324737,Other
ACH-000442,-0.04634370142892598,RERFLCSQ1,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,7.436211820954217,Other
ACH-000858,0.133466463326047,KNS62,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,6.388017285345135,Other
ACH-000438,0.32922530549812357,LU65,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,6.686640587863964,Other
ACH-000437,0.04465066908737234,SW1088,Diffuse Glioma,CNS/Brain,Diffuse Glioma,8.15279185163912,Other
ACH-000436,0.4414193176785643,OCIMY7,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,3.221877081077034,Other
ACH-000435,-0.24450126751356677,EFE184,Endometrial Carcinoma,Uterus,Endometrial Carcinoma,6.297374860528325,Other
ACH-000434,0.14541911235437177,NCIH1915,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,6.505096975034398,Other
ACH-000433,0.33774595802373714,CAKI1,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,7.088629255297176,Other
ACH-000393,0.14451598205309696,HLF,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,7.58774001889378,Other
ACH-000430,0.06849253742023362,TYKNU,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,5.29020320512607,Other
ACH-000427,0.05105557641297379,NCIN87,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,5.5087455542444745,Other
ACH-000426,0.09994369758459427,KMS20,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,,Other
ACH-000425,0.21694891097610283,UACC62,Melanoma,Skin,Melanoma,7.0557162635125446,Other
ACH-000424,0.04206251536135655,TC71,Ewing Sarcoma,Bone,Ewing Sarcoma,4.505255800932163,Other
ACH-000422,0.04589846278372241,SNU475,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,7.70452618513852,Other
ACH-000421,0.0834813988140011,SW837,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,6.035843815994525,Other
ACH-000420,0.12267482188186515,SNU449,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,7.244221104725727,Other
ACH-000354,0.22051003157535437,CAPAN1,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,6.289281178481987,Other
ACH-000365,0.30173375229577937,SUDHL4,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,5.017476563020462,Other
ACH-000364,0.02093350120289872,U2OS,Osteosarcoma,Bone,Osteosarcoma,6.566054038171092,Other
ACH-000363,0.15902724736646848,SKMM2,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,4.553974808237472,Other
ACH-000362,-0.15987010178628785,MOLM13,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,3.9541963103868754,Other
ACH-000361,0.2036003137817974,SKHEP1,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,5.808642467918064,Other
ACH-000359,0.03188894079837261,MG63,Osteosarcoma,Bone,Osteosarcoma,5.482202926295956,Other
ACH-000356,0.06074311962825688,MKN45,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,6.2951719919885285,Other
ACH-000355,0.3213343779667277,NCIH82,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,5.017031080527841,Other
ACH-000366,0.2009962003132813,SKNDZ,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,6.157245867371566,Other
ACH-000352,0.14660412345104196,HCC1428,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,5.37608196665007,Other
ACH-000350,0.3002758335950495,COLO678,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,6.24412594328373,Other
ACH-000348,0.021954743493249995,RPMI7951,Melanoma,Skin,Melanoma,6.791553633388596,Other
ACH-000346,0.01810622520207404,JVM3,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,5.907371413823563,Other
ACH-000344,0.09945680963684973,SNU668,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,7.932923373835633,Other
ACH-000343,0.14992485982208906,NCIH522,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.912649864897204,Other
ACH-000341,-0.09382671681844003,SKNFI,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,7.571904298611526,Other
ACH-000339,0.32845424890418856,HCC461,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,8.036448385440877,Other
ACH-000377,0.1362237899326498,SNU478,Ampullary Carcinoma,Ampulla of Vater,Ampullary Carcinoma,6.786727034871367,Other
ACH-000391,0.11528076820488804,MHHES1,Ewing Sarcoma,Bone,Ewing Sarcoma,4.965322548367254,Other
ACH-000390,0.2620873203063597,LUDLU1,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,7.697871100350571,Other
ACH-000389,-0.08667593707634287,H4,Diffuse Glioma,CNS/Brain,Diffuse Glioma,7.648321626545025,Other
ACH-000387,-0.014075524117934349,TF1,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,4.467931546026287,Other
ACH-000385,0.20947602801349485,SKRC52,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,6.522620761042079,Other
ACH-000383,0.14366576994957353,OE33,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,6.276496665640356,Other
ACH-000381,0.30658139661543227,T84,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,5.376776571882982,Other
ACH-000378,-0.06832250639062414,NCIH647,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,6.517275693209582,Other
ACH-000239,0.2085313292589225,HUG1N,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,5.243745234733984,Other
ACH-000376,0.03039885697411772,SF295,Diffuse Glioma,CNS/Brain,Diffuse Glioma,6.124121311829188,Other
ACH-000375,-0.0279197392535296,G402,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,4.516015147003665,Other
ACH-000374,0.13702925978617747,HCC1143,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,6.045049740837989,Other
ACH-000371,0.3052202604300883,RL,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,5.121015400961366,Other
ACH-000370,-0.23623642127809436,SNU626,Diffuse Glioma,CNS/Brain,Diffuse Glioma,6.160879861839305,Other
ACH-000368,-0.12653029893593648,SNU1105,Diffuse Glioma,CNS/Brain,Diffuse Glioma,8.536402649204684,Other
ACH-000367,0.07977699807665473,NCIH226,Pleural Mesothelioma,Pleura,Pleural Mesothelioma,6.722329399153418,Other
ACH-002462,0.17342042603291768,RPE1SS48,Non-Cancerous,Eye,Non-Cancerous,7.838447592548459,Other
ACH-002486,0.07470552818454376,MESOV,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,6.636624620543649,Other
ACH-002485,0.4497609215601048,MAVER1,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,5.813011548605618,Other
ACH-002478,0.21236699849450016,BC2,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,,Other
ACH-002471,0.07605512676868567,OS052,Osteosarcoma,Bone,Osteosarcoma,7.415319248140376,Other
ACH-002467,0.16772558228809156,RPE1SS51,Non-Cancerous,Eye,Non-Cancerous,7.285494696349597,Other
ACH-002465,0.12159542541355281,RPE1SS119,Non-Cancerous,Eye,Non-Cancerous,8.023698917266406,Other
ACH-002464,0.005508366236493492,RPE1SS6,Non-Cancerous,Eye,Non-Cancerous,7.70265754339091,Other
ACH-002463,0.07575703555896617,RPE1SS77,Non-Cancerous,Eye,Non-Cancerous,7.617944917420585,Other
ACH-002500,0.3940455602065277,Z138,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,4.334139178838237,Other
ACH-002461,0.026036666050194557,RVH421SKINFV1,Melanoma,Skin,Melanoma,6.904845328560796,Other
ACH-002460,0.36367892186660644,HT144SKINFV2,Melanoma,Skin,Melanoma,7.13000418418862,Other
ACH-002458,0.09237928125704054,HT144SKINFV1,Melanoma,Skin,Melanoma,7.614415386508126,Other
ACH-002446,-0.06400899021044675,CCLFUPGI0005T,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,5.884597920990064,Other
ACH-002401,0.13362621587752538,21MT2,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,,Other
ACH-002399,0.1344749438902188,21NT,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,,Other
ACH-002305,-0.053771038585628775,SKN3,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,,Other
ACH-002304,-0.004983146371396144,SKMG1,Diffuse Glioma,CNS/Brain,Diffuse Glioma,,Other
ACH-002531,0.27749874185631257,SNU2535,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,7.455984709225996,Other
ACH-000127,0.04788146072209211,SLR20,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,6.203005337511982,Other
ACH-000124,0.38283934284176985,OCILY19,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,5.390942772802543,Other
ACH-000123,0.11664941798922347,COV434,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,5.338067797542616,Other
ACH-000120,0.19120667156264776,CHP212,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,6.939109013042417,Other
ACH-000118,0.1192246614194257,HUPT3,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,7.21325006181084,Other
ACH-000116,-0.1791874735986153,OAW28,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,7.001464493588573,Other
ACH-000115,-0.12424987156463617,VCAP,Prostate Adenocarcinoma,Prostate,Prostate Adenocarcinoma,5.542567607764219,Other
ACH-000114,0.029804533637047367,SU8686,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,6.257953494548904,Other
ACH-002298,0.08465412323218666,PCI6A,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,,Other
ACH-002526,-0.07574407947372948,SNU1327,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.18824265626441,Other
ACH-002524,0.04225365259814148,SNU251,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,6.228433920513366,Other
ACH-002523,-0.00883491480662374,SNU739,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,6.326429487122304,Other
ACH-002522,0.16521467747957833,SNU2292,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,9.199868616524428,Other
ACH-002512,-0.10166723019732817,MM160113,Melanoma,Skin,Melanoma,6.630958724676111,Other
ACH-002511,0.07424136050866559,M140325,Melanoma,Skin,Melanoma,7.432541900388259,Other
ACH-002711,0.2667843200379061,UMHACC2A,Salivary Carcinoma,Head and Neck,Salivary Carcinoma,8.28757387417716,Other
ACH-002508,-0.09206413742869358,WM3211,Melanoma,Skin,Melanoma,7.095186009915057,Other
ACH-000076,-0.45451097452014105,NCO2,Myeloproliferative Neoplasms,Myeloid,Myeloproliferative Neoplasms,5.12474169241965,Other
ACH-000092,-0.007458251856545167,NCIH2452,Pleural Mesothelioma,Pleura,Pleural Mesothelioma,6.312156888313374,Other
ACH-000090,0.09518738189109886,PC3,Prostate Adenocarcinoma,Prostate,Prostate Adenocarcinoma,6.505732173741804,Other
ACH-000087,-0.0012491738541011294,SKES1,Ewing Sarcoma,Bone,Ewing Sarcoma,5.713420884868084,Other
ACH-000086,0.0838011318369042,ACCMESO1,Pleural Mesothelioma,Pleura,Pleural Mesothelioma,4.330558400030802,Other
ACH-000085,0.1331418603525088,T3M4,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,5.390942772802543,Other
ACH-000082,0.09894864499108624,G292CLONEA141B1,Osteosarcoma,Bone,Osteosarcoma,7.951809235983799,Other
ACH-000078,0.13607106054190582,MHHNB11,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,5.560103513464738,Other
ACH-000077,0.7575305076344854,MJ,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,4.865918814552212,Other
ACH-000093,0.21109433279025575,PANC0504,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,6.709014864903272,Other
ACH-000075,0.28098418344716375,U87MG,Diffuse Glioma,CNS/Brain,Diffuse Glioma,7.512384929461027,Other
ACH-000074,0.37742948645206215,KU812,Myeloproliferative Neoplasms,Myeloid,Myeloproliferative Neoplasms,5.622344722724236,Other
ACH-000070,0.24374592417934032,697,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,5.464668267003445,Other
ACH-000067,0.061557253728648856,HS683,Diffuse Glioma,CNS/Brain,Diffuse Glioma,6.898450232807866,Other
ACH-000060,0.17890115995547218,PANC1005,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,6.69265037003553,Other
ACH-000055,0.005135349817608145,D283MED,Embryonal Tumor,CNS/Brain,Embryonal Tumor,5.451211111832329,Other
ACH-000054,0.06879779189300655,HT1080,Fibrosarcoma,Soft Tissue,Fibrosarcoma,6.893726236597223,Other
ACH-000053,0.38043243473089544,KARPAS299,Mature T and NK Neoplasms,Lymphoid,Mature T and NK Neoplasms,7.225159225777366,Other
ACH-000103,0.21862086436813388,CAOV4,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,5.682573297347578,Other
ACH-002297,0.1366239516985362,PCI4B,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,,Other
ACH-002296,0.0727180415031301,PCI38,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,,Other
ACH-002295,0.29594225018517584,PCI30,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,,Other
ACH-002705,0.10246281646980053,IS076P,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,7.258330472612426,Other
ACH-000113,0.16627428016891682,OCIAML2,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,4.658211482751795,Other
ACH-000111,0.2292245185698747,HCC1187,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,5.33199177823206,Other
ACH-000108,0.05394227473416368,KP3,Adenosquamous Carcinoma of the Pancreas,Pancreas,Adenosquamous Carcinoma of the Pancreas,4.569248029867182,Other
ACH-000106,0.15050180756704343,JVM2,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,6.107687869314374,Other
ACH-000128,0.058163263322973925,LN319,Diffuse Glioma,CNS/Brain,Diffuse Glioma,6.552592254187354,Other
ACH-000101,0.4053696343127226,KE37,Mature T and NK Neoplasms,Lymphoid,Mature T and NK Neoplasms,4.72137265947682,Other
ACH-000100,0.07786364755119411,RH41,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma,5.816343705284859,Other
ACH-002706,0.09289323095667938,IS076A,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,6.039138393906958,Other
ACH-000098,-0.12846180010199515,GAMG,Diffuse Glioma,CNS/Brain,Diffuse Glioma,6.618238655595454,Other
ACH-000097,0.11094015262791436,ZR751,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,5.0785244453890765,Other
ACH-000096,0.30574609409470216,G401,Rhabdoid Cancer,Kidney,Rhabdoid Cancer,5.9970665453987255,Other
ACH-000095,0.31615395240836114,D341Med,Embryonal Tumor,CNS/Brain,Embryonal Tumor,5.87455108689664,Other
ACH-000094,0.25686240593433046,HPAFII,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,6.188440488975161,Other
ACH-000203,-0.07783539636477387,NH6,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,6.48236429255538,Other
ACH-000212,-0.011765294566818088,CAL120,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,5.750874439656846,Other
ACH-000211,0.0957367043499123,DAOY,Embryonal Tumor,CNS/Brain,Embryonal Tumor,7.614415386508126,Other
ACH-000210,0.2517395515633471,CADOES1,Ewing Sarcoma,Bone,Ewing Sarcoma,4.627606838129649,Other
ACH-000209,0.14073684717166138,SNU1079,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,6.854619083961035,Other
ACH-000208,0.0024376719005510805,U178,Diffuse Glioma,CNS/Brain,Diffuse Glioma,7.8156394675265375,Other
ACH-000207,0.1890874413835858,DETROIT562,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,6.418189947945766,Other
ACH-000206,0.17953589755915172,C8166,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,4.888499735514123,Other
ACH-000204,0.9460402318548078,LP1,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,4.599912842187128,Other
ACH-000213,-0.12990953268545163,HUPT4,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,5.534497433738168,Other
ACH-000202,0.069202411999199,COLO320,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,4.625270489374693,Other
ACH-000200,-0.18278342160426753,NMCG1,Diffuse Glioma,CNS/Brain,Diffuse Glioma,6.646018610925346,Other
ACH-000198,0.3868062298091717,EOL1,Myeloproliferative Neoplasms,Myeloid,Myeloproliferative Neoplasms,3.8708578643637614,Other
ACH-000195,1.1767336602027545,SET2,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,5.368419155081396,Other
ACH-000192,0.16797170833470826,MFE280,Endometrial Carcinoma,Uterus,Endometrial Carcinoma,5.882643049361842,Other
ACH-000191,0.048900417138740646,BHT101,Anaplastic Thyroid Cancer,Thyroid,Anaplastic Thyroid Cancer,6.435795254370059,Other
ACH-000190,0.10722367462035602,HDMYZ,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,6.063287212206184,Other
ACH-000189,0.3939983511460993,RCC10RGB,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,4.38543103719352,Other
ACH-000227,0.13223623400525858,KPNYN,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,5.763411574470007,Other
ACH-000238,0.16078782698562383,SCC4,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,7.297374860528325,Other
ACH-000237,0.240987101604426,JHOM1,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,9.5782594603609,Other
ACH-000235,0.16205550230431337,PANC0403,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,7.55236169964577,Other
ACH-000234,0.3651433971632009,CAKI2,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,5.74711881638081,Other
ACH-000233,0.22808554120712454,DEL,Mature T and NK Neoplasms,Lymphoid,Mature T and NK Neoplasms,6.538072502737853,Other
ACH-000232,0.1676339176820386,U251MG,Diffuse Glioma,CNS/Brain,Diffuse Glioma,7.846117173336728,Other
ACH-000231,0.03931031719278939,KALS1,Diffuse Glioma,CNS/Brain,Diffuse Glioma,7.523718762213451,Other
ACH-000228,0.08396740957736161,BICR31,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,6.816983623255381,Other
ACH-000188,0.032391481198379396,SCC25,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,5.969933274697856,Other
ACH-000226,0.1801604851200816,SUPM2,Mature T and NK Neoplasms,Lymphoid,Mature T and NK Neoplasms,6.527946098908258,Other
ACH-000223,-0.013342554788570438,HCC1937,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,6.369815424283912,Other
ACH-000222,-0.058902167804369646,ASPC1,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,4.598126959919604,Other
ACH-000221,-0.09704357236538831,SNU398,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,5.697384630764024,Other
ACH-000219,0.11172541024774249,A375,Melanoma,Skin,Melanoma,6.518849828707692,Other
ACH-000217,-0.07700135771510196,JHH6,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,7.114262900594055,Other
